Facility_ID,Hospital_Name,Detailed_Region,Region,Procedure,Year_of_Hospital_Discharge,Number_of_Cases,Number_of_Deaths,Observed_Mortality_Rate,Expected_Mortality_Rate,Risk_Adjusted_Mortality_Rate,Lower_Limit_of_Confidence_Interval,Upper_Limit_of_Confidence_Interval,Comparison_Results,Start_Year,End_Year,Mid_Year,Comparison_Results_Category,Is_Higher_Than_Expected_Mortality,Is_Lower_Than_Expected_Mortality,Is_As_Expected_Mortality,Observed_vs_Expected_Difference,Observed_vs_RiskAdjusted_Difference
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,All PCI,2015,302,1,0.33,1.5,0.25,0.0,1.4,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-1.17,0.08000000000000002
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2016,786,14,1.78,0.9,2.44,1.33,4.09,Rate significantly higher than Statewide Rate,2016,2016,2016,Rate significantly higher than Statewide Rate,False,False,False,0.88,-0.6599999999999999
1302,Univ. Brooklyn @ LICH,Kings,NY Metro - NYC,Non-Emergency PCI,2010,136,0,0.0,0.33,0.0,0.0,4.19,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.33,0.0
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Non-Emergency PCI,2010,491,1,0.2,0.45,0.23,0.0,1.3,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.25,-0.03
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,All PCI,2016,173,3,1.73,1.23,1.75,0.35,5.11,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,0.5,-0.020000000000000018
1304,NYU Langone Hosp.-Brooklyn,Kings,NY Metro - NYC,Non-Emergency PCI,2015,144,1,0.69,1.48,0.35,0.0,1.94,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.79,0.33999999999999997
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,All PCI,2016,308,2,0.65,1.17,0.69,0.08,2.48,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,-0.5199999999999999,-0.039999999999999925
598,St. Elizabeth Med Ctr,Central NY,Central NY,All PCI,2016,978,16,1.64,1.62,1.25,0.71,2.03,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,0.019999999999999796,0.3899999999999999
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2010,865,5,0.58,0.56,0.53,0.17,1.24,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,0.019999999999999907,0.04999999999999993
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2010,89,1,1.12,0.38,1.49,0.02,8.31,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,0.7400000000000001,-0.3699999999999999
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2016,2731,30,1.1,1.18,1.15,0.78,1.65,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,-0.07999999999999985,-0.04999999999999982
630,St. Josephs Hospital,Central NY,Central NY,All PCI,2016,1933,34,1.76,1.6,1.36,0.94,1.9,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,0.15999999999999992,0.3999999999999999
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,All PCI,2015,710,5,0.7,0.77,1.04,0.34,2.44,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.07000000000000006,-0.3400000000000001
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,CABG,2010,125,3,2.4,1.3,2.92,0.59,8.54,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,1.0999999999999999,-0.52
1439,Beth Israel Med Ctr,Manhattan,NY Metro - NYC,CABG,2010,198,2,1.01,1.05,1.52,0.17,5.48,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.040000000000000036,-0.51
694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2016,365,4,1.1,1.48,0.92,0.25,2.35,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,-0.3799999999999999,0.18000000000000005
1630,Long Island Jewish MC,Queens,NY Metro - NYC,CABG,2015,97,0,0.0,1.48,0.0,0.0,3.98,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-1.48,0.0
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,All PCI,2015,415,7,1.69,1.88,1.02,0.41,2.1,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.18999999999999995,0.6699999999999999
5,St. Peters Hospital,Capital District,Capital District,All PCI,2016,916,13,1.42,1.37,1.28,0.68,2.19,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,0.04999999999999982,0.1399999999999999
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,All PCI,2016,750,6,0.8,0.85,1.16,0.42,2.52,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,-0.04999999999999993,-0.3599999999999999
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,CABG,2010,330,3,0.91,1.51,0.95,0.19,2.78,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.6,-0.039999999999999925
1630,Long Island Jewish MC,Queens,NY Metro - NYC,CABG,2010,168,0,0.0,1.36,0.0,0.0,2.53,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-1.36,0.0
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,All PCI,2016,1197,20,1.67,1.39,1.49,0.91,2.3,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,0.28,0.17999999999999994
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,CABG,2010,263,7,2.66,1.69,2.49,1.0,5.14,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,0.9700000000000002,0.16999999999999993
58,UHS-Wilson Med Ctr,Central NY,Central NY,All PCI,2016,736,8,1.09,1.45,0.93,0.4,1.83,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,-0.3599999999999999,0.16000000000000003
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,TAVR,2013-2015,17,1,5.88,3.47,8.07,0.11,44.88,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,2.4099999999999997,-2.1900000000000004
1169,Montefiore - Moses,Bronx,NY Metro - NYC,CABG,2010,209,2,0.96,1.77,0.86,0.1,3.09,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.81,0.09999999999999998
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,CABG,2010,180,2,1.11,1.22,1.44,0.16,5.2,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.10999999999999988,-0.32999999999999985
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,CABG,2010,321,5,1.56,1.14,2.16,0.7,5.05,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,0.42000000000000015,-0.6000000000000001
1637,NY Hospital - Queens,Queens,NY Metro - NYC,CABG,2010,118,1,0.85,1.6,0.84,0.01,4.65,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.7500000000000001,0.010000000000000009
1306,NY Methodist Hospital,Kings,NY Metro - NYC,CABG,2010,101,1,0.99,1.93,0.81,0.01,4.51,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.94,0.17999999999999994
1464,NYP- Columbia Presby.,Manhattan,NY Metro - NYC,CABG,2010,310,11,3.55,1.61,3.48,1.73,6.22,Rate significantly higher than Statewide Rate,2010,2010,2010,Rate significantly higher than Statewide Rate,False,False,False,1.9399999999999997,0.06999999999999984
1458,NYP- Weill Cornell,Manhattan,NY Metro - NYC,CABG,2010,183,0,0.0,1.66,0.0,0.0,1.91,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-1.66,0.0
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,CABG,2010,136,1,0.74,1.13,1.03,0.01,5.72,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.3899999999999999,-0.29000000000000004
135,UVM Health Network CVP,Capital District,Capital District,All PCI,2016,602,8,1.33,1.07,1.54,0.66,3.04,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,0.26,-0.20999999999999996
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,TAVR,2013-2015,452,33,7.3,4.78,7.26,4.99,10.19,Rate significantly higher than Statewide Rate,2013,2015,2014,Rate significantly higher than Statewide Rate,False,False,False,2.5199999999999996,0.040000000000000036
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,All PCI,2016,344,15,4.36,1.92,2.81,1.57,4.63,Rate significantly higher than Statewide Rate,2016,2016,2016,Rate significantly higher than Statewide Rate,False,False,False,2.4400000000000004,1.5500000000000003
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,CABG,2015,387,8,2.07,2.06,1.56,0.67,3.08,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,0.009999999999999787,0.5099999999999998
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,All PCI,2016,328,6,1.83,2.11,1.07,0.39,2.34,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,-0.2799999999999998,0.76
1469,St. Lukes at St. Lukes,Manhattan,NY Metro - NYC,CABG,2010,102,2,1.96,2.09,1.49,0.17,5.37,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.1299999999999999,0.47
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,All PCI,2016,1482,19,1.28,1.53,1.04,0.62,1.62,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,-0.25,0.24
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,CABG,2010,309,6,1.94,1.66,1.85,0.68,4.03,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,0.28,0.08999999999999986
635,Univ. Hosp-Upstate,Central NY,Central NY,All PCI,2016,267,7,2.62,1.55,2.1,0.84,4.33,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,1.07,0.52
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2016,818,11,1.34,1.58,1.05,0.52,1.88,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,-0.24,0.29000000000000004
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,CABG,2010,46,0,0.0,1.61,0.0,0.0,7.85,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-1.61,0.0
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2016,374,7,1.87,1.99,1.16,0.47,2.4,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,-0.11999999999999988,0.7100000000000002
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Non-Emergency PCI,2015,946,5,0.53,0.82,0.48,0.15,1.12,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.2899999999999999,0.050000000000000044
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,CABG,2015,259,8,3.09,1.84,2.61,1.12,5.14,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,1.2499999999999998,0.48
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2010,288,3,1.04,2.05,0.8,0.16,2.35,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-1.0099999999999998,0.24
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,All PCI,2015,164,4,2.44,1.03,2.69,0.72,6.9,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,1.41,-0.25
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,TAVR,2013-2015,144,5,3.47,5.55,2.97,0.96,6.94,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,-2.0799999999999996,0.5
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,All PCI,2015,1721,12,0.7,1.01,0.79,0.41,1.37,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.31000000000000005,-0.09000000000000008
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Emergency PCI,2008-2010,198,16,8.08,4.97,5.16,2.95,8.38,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,3.1100000000000003,2.92
1439,Beth Israel Med Ctr,Manhattan,NY Metro - NYC,Emergency PCI,2008-2010,271,12,4.43,3.8,3.7,1.91,6.46,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,0.6299999999999999,0.7299999999999995
1178,Bronx-Lebanon-Cncourse,Bronx,NY Metro - NYC,Emergency PCI,2008-2010,103,7,6.8,3.15,6.84,2.74,14.09,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,3.65,-0.040000000000000036
1286,Brookdale Hosp Med Ctr,Kings,NY Metro - NYC,Emergency PCI,2008-2010,162,13,8.02,3.2,7.97,4.24,13.63,Rate significantly higher than Statewide Rate,2008,2010,2009,Rate significantly higher than Statewide Rate,False,False,False,4.819999999999999,0.04999999999999982
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Non-Emergency PCI,2015,903,10,1.11,0.64,1.28,0.61,2.36,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,0.4700000000000001,-0.16999999999999993
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2016,526,6,1.14,1.35,1.04,0.38,2.27,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,-0.2100000000000002,0.09999999999999987
1,Albany Med. Ctr,Capital District,Capital District,Non-Emergency PCI,2016,503,12,2.39,1.14,1.75,0.9,3.06,Rate significantly higher than Statewide Rate,2016,2016,2016,Rate significantly higher than Statewide Rate,False,False,False,1.2500000000000002,0.6400000000000001
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2016,210,1,0.48,1.0,0.4,0.01,2.21,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,-0.52,0.07999999999999996
746,Bassett Medical Center,Capital District,Capital District,Non-Emergency PCI,2016,460,5,1.09,0.82,1.1,0.36,2.57,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,0.27000000000000013,-0.010000000000000009
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Emergency PCI,2008-2010,345,5,1.45,2.72,1.69,0.55,3.95,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,-1.2700000000000002,-0.24
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Non-Emergency PCI,2016,366,2,0.55,1.08,0.42,0.05,1.52,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,-0.53,0.13000000000000006
1738,Richmond Univ Med Cntr,Staten Island,NY Metro - NYC,All PCI,2015,119,1,0.84,0.96,0.99,0.01,5.53,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.12,-0.15000000000000002
1005,Glens Falls Hospital,Capital District,Capital District,Emergency PCI,2008-2010,202,7,3.47,2.87,3.83,1.54,7.9,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,0.6000000000000001,-0.3599999999999999
1178,BronxCare Health System,Bronx,NY Metro - NYC,Non-Emergency PCI,2016,114,1,0.88,0.68,1.08,0.01,6.03,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,0.19999999999999996,-0.20000000000000007
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2016,170,0,0.0,1.68,0.0,0.0,1.07,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,-1.68,0.0
207,Buffalo General Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2016,1143,10,0.87,0.73,1.0,0.48,1.83,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,0.14,-0.13
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Emergency PCI,2008-2010,414,16,3.86,3.56,3.44,1.97,5.59,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,0.2999999999999998,0.41999999999999993
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2008-2010,289,9,3.11,3.05,3.24,1.48,6.16,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,0.06000000000000005,-0.13000000000000034
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Emergency PCI,2008-2010,592,13,2.2,2.84,2.45,1.3,4.19,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,-0.6399999999999997,-0.25
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2008-2010,87,5,5.75,4.16,4.39,1.41,10.24,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,1.5899999999999999,1.3600000000000003
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Non-Emergency PCI,2016,68,1,1.47,1.01,1.21,0.02,6.74,Rate not different than Statewide Rate,2016,2016,2016,Rate not different than Statewide Rate,False,False,True,0.45999999999999996,0.26
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2008-2010,585,12,2.05,4.05,1.61,0.83,2.81,Rate significantly lower than Statewide Rate,2008,2010,2009,Rate significantly lower than Statewide Rate,False,False,False,-2.0,0.4399999999999997
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2013-2015,244,3,1.23,2.08,1.79,0.36,5.24,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,-0.8500000000000001,-0.56
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Non-Emergency PCI,2015,799,3,0.38,0.7,0.4,0.08,1.17,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.31999999999999995,-0.020000000000000018
